title,heading,content,tokens,summary
DevOps Portal,DevOps Portal,The Choreo Console allows you to observe the basic deployment process of a Dockerfile-based component. The Choreo DevOps Portal provides a low-level Kubernetes view of the underlying data plane resources for advanced developers who want to carry out a detailed diagnosis of Choreo components. Most advanced features on the DevOps Portal are only available for private data planes.,77,"Title: DevOps Portal
Heading: DevOps Portal
Keywords: Choreo Console, Dockerfile, Choreo DevOps Portal, Kubernetes, Private Data Planes

The Choreo Console provides a basic overview of the deployment process of a Dockerfile-based component. The Choreo DevOps Portal offers a more detailed view of data plane resources using Kubernetes for advanced developers. Some features on the DevOps Portal are only accessible for private data planes."
DevOps Portal,Access the DevOps Portal,"You can access the DevOps Portal in one of the following ways:
- Via https://devops.choreo.dev/
- Clicking **DevOps Portal** in the top menu of the Choreo Console
When you open the DevOps Portal, it displays the deployment insights and the recently created components of the currently selected project as shown below:
If you hold the pointer over the **Deployment Insights** graph, it displays the number of components you have deployed to each environment up to the date you are pointing. This count applies to the currently selected organization and project.
You can select the required organization and the project for which you need to view this data by selecting the required values in the **Organization** and **Project** lists.",157,"Title: DevOps Portal
Heading: Access the DevOps Portal
This text discusses the various ways to access the DevOps Portal, as well as how to view deployment insights for a specific organization and project. The DevOps Portal can be accessed through a web address or by clicking the corresponding link in the Choreo Console. Once the portal is opened, users can view the deployment insights for their organization and project by selecting the required values in the Organization and Project lists."
DevOps Portal,View component specific information,"In the **Recently Created** section, click on a component to open it on a separate page.
On this page, you can view the information described in the following subtopics.

### Overview
!!! Tip
    The internal routing URL is an internal endpoint for the component. Other components in the same organization can use this URL to communicate with this component without using the public internet or an internal gateway.
In this tab, you can perform the following activities:
- Deploy or redeploy a component
    You can click **Deploy** or **Redeploy** as relevant.
- Perform advance promotions for a component
    When you have multiple environments, the **Overview** tab of the DevOps Portal allows you to select the environment to which you want to promote the component.
    In doing so, you might bypass one or more environments. For example, when you promote a component to the production environment, you can bypass one or more development environments.
- Manage replicas
    If you are on a private data plane, you can click the **+** and **-** icons on this bar to change the minimum and the maximum number of replicas that you want to allow the component to have at any given time.
    Each row displays basic information (such as the CPU and memory usage) about an individual replica. If you move the pointer over a row, three icons will appear. These enable you to view the replica events, status, and logs.

### Containers
This tab displays information related to a selected Docker container such as the URL to the Docker image from which Choreo pulls the component, the image pull policy, resource limits and requests, exposed ports, etc.
If you are on a private plane, you can edit this information. You can also add commands and arguments to the Docker image.

### Configurations and secrets
This tab displays configurations and/or secrets that you have configured for your component.
You can also add new configurations and/or secrets.

### Health Checks
This tab allows you to define health checks for a selected container. 

### Scaling
In this tab, you can define the thresholds based on which the component can scale horizontally.
The threshold limits for memory and CPU consumption are available by default, and you can edit them if required. To add a new threshold criterion, click **Create**. The **Create a Scaling Threshold** pane opens. In this pane, you can select more threshold criteria. You can also create custom thresholds.
When the component reaches the threshold for any resource, the system automatically creates a new replica for it. In this tab, you can specify the minimum and the maximum number of replicas that you want to allow the component to have at any given time.",586,"Title: DevOps Portal
Heading: View component specific information
Keywords: Recently Created, Internal Routing URL, Deploy, Redeploy, Promote, Manage Replicas, Docker Container, Configurations, Secrets, Health Checks, Scaling Threshold

Summary: In the Recently Created section of the DevOps Portal, clicking on a component will open it on a separate page. On this page, activities such as deploying, redeploying, promoting, managing replicas, viewing information about Docker containers, configuring configurations and secrets, defining health checks, and setting scaling thresholds can be performed."
Connect to an External Identity Provider,Connect to an External Identity Provider,"Choreo uses an in-built Identity Provider (IdP) by default to manage OAuth 2.0 clients and generate tokens required to authenticate Choreo APIs. Choreo also allows users with administrator privileges to configure an external authorization server as an IdP via the Choreo Console (for example, Okta). As an administrator, you can add one or more external identity providers to your Choreo organization and obtain a JSON Web Token (JWT) from the identity provider to exchange for a Choreo access token to invoke APIs. This capability allows you to expose your APIs to users who reside in an external user store.",132,"Title: Connect to an External Identity Provider
Heading: Connect to an External Identity Provider
Keywords: Choreo, Identity Provider (IdP), OAuth 2.0, Choreo Console, external authorization server (e.g. Okta), administrator, JSON Web Token (JWT), Choreo access token, APIs, external user store.

This text explains how Choreo uses an in-built Identity Provider (IdP) to manage OAuth 2.0 clients and generate tokens that are necessary for authenticating Choreo APIs. Administrators have the ability to configure an external authorization server such as Okta as an IdP via the Choreo Console. With this, they can obtain a JSON Web Token (JWT) which can be exchanged for a Choreo access token to invoke APIs and expose them to users in an external user store."
Connect to an External Identity Provider,Token exchange,"Choreo supports the token exchange grant type. This grant type allows the client to obtain a Choreo access token by providing a JWT issued by an external IdP. The token exchange grant type uses the protocol defined in the OAuth 2.0 token exchange specification. The OAuth 2.0 token exchange specification describes how you can request and obtain security tokens from OAuth 2.0 authorization servers.
To exchange a JWT issued by an external IdP for a Choreo access token, you must send a request to the Choreo token endpoint with the JWT in the request body. Upon successful authentication of the request, validation of the request takes place, and the corresponding IdP configuration is retrieved using the issuer. Next, the subject token is validated. Successful validation generates and returns a Choreo access token.
Now that you understand the token exchange flow, you can go ahead and add an external IdP to your Choreo organization and then obtain a JWT from the external IdP to exchange for a Choreo access token.",218,"Title: Connect to an External Identity Provider
Heading: Token exchange
Keywords: Choreo, token exchange, JWT, OAuth 2.0, IdP, token endpoint, issuer, subject token, access token.

Summary: Choreo supports the token exchange grant type which allows a client to obtain an access token from Choreo by providing a JWT issued from an external IdP. This is done by sending a request to the Choreo token endpoint with the JWT in the request body. Upon successful authentication, the IdP configuration is retrieved and the token is validated. This generates and returns a Choreo access token. To use the token exchange flow, an external IdP must be added to the Choreo organization and a JWT obtained from the external IdP to exchange for an access token."
Connect to an External Identity Provider,Add an external IdP,"To add an external IdP, follow this procedure:
!!! note
    You must have organization administrator privileges to add an external IdP.
1. Sign in to the Choreo Console at https://console.choreo.dev/.
2. In the left navigation menu, click **Settings**.
3. Click the **API Management** tab. This displays the existing identity providers in your organization if you have already added any.
4. Click **+ Add Provider**. This displays the identity providers supported by Choreo.
5. Click on the IdP you want to add. This displays a form where you must enter details to set up the IdP.
    This example walks you through the steps to add Okta as the IdP. The details you need to fill in are similar for other IdPs as well.
6. Enter appropriate values for each of the fields and click **Next**.
    When you specify the **Well-Known URL**, the values for **Issuer**, **Token Endpoint**, and **JWKS Endpoint** get auto-populated. You can either choose to keep the values or manually change them.
7. Click **Add**. This adds Okta as an external IdP to your Choreo Organization.
Now that you have added an external IdP, you can obtain a JWT from that IdP and exchange it for a Choreo access token to invoke APIs.",312,"Title: Connect to an External Identity Provider
Heading: Add an external IdP
Keywords: external IdP, Choreo Console, Settings, API Management, + Add Provider, IdP, form, Okta, Well-Known URL, Issuer, Token Endpoint, JWKS Endpoint, JWT, access token.

Summary: This example walks through the steps to add an external IdP such as Okta to your Choreo Organization. This begins by signing in to the Choreo Console and navigating to the Settings and API Management tab. From here, click + Add Provider and select the IdP you want to add. Enter appropriate values for the fields and click Next. When specifying the Well-Known URL, the values for Issuer, Token Endpoint, and JWKS Endpoint get auto-populated. Finally, click Add to add the IdP. After adding the IdP, a JWT from the IdP can be exchanged for a Choreo access token to invoke APIs."
Connect to an External Identity Provider,Obtain a JWT from an external IdP to exchange for a Choreo access token,"Follow this procedure:
1. Sign in to the Choreo API Developer Portal at https://devportal.choreo.dev/.
2. Click the **Applications** tab.
3. Create a new application or use an existing application.
4. In the left navigation menu, click **OAuth2 Tokens** under **Production Keys**.
5. If you have already generated credentials, go to step 6. Otherwise, click Generate Credentials to generate the Consumer Key and Consumer Secret.
    !!! tip
        Before you click **Generate Credentials**, click **Advanced Configurations** and make sure **Token Exchange** is selected as one of the **Grant Types**.
6. Click the **User Keys** tab.
7. In the **Identity Provider** field, select an IdP.
    This displays the steps you need to follow to generate a token:   
8. As mentioned in **Step 1** in the UI, obtain an access token from the external IdP that you selected. For instructions to obtain an access token for OKTA, see Okta Developer Documentation - Implement OAuth for Okta - Get an Access Token and Make a Request(https://developer.okta.com/docs/guides/implement-oauth-for-okta/main/#define-allowed-scopes).
9. Paste the access token in the **<Your_IdP_name>** Token field. Here, you see the field name displayed as **Okta Token**.
10. Click **://Curl** and copy the curl command to obtain the Choreo access token. Alternatively, you can click **Generate Test Token** to get the Choreo access token via the UI.
Now you can use the generated Choreo access token to invoke APIs that you have subscribed to using the application.",407,"Title: Connect to an External Identity Provider
Heading: Obtain a JWT from an external IdP to exchange for a Choreo access token
This text provides instructions on how to generate a Choreo access token. Steps include signing in to the Choreo API Developer Portal, creating or using an existing application, selecting an Identity Provider, and obtaining an access token from an external Identity Provider. Finally, the user is instructed to copy the curl command or click Generate Test Token in order to obtain the Choreo access token."
Configure a Custom Domain for APIs,Configure a Custom Domain for APIs,"A custom domain for your site is essential for effective branding, discoverability, and credibility. Choreo allows you to configure a custom domain for the APIs you deploy in it.",36,"Title: Configure a Custom Domain for APIs
Heading: Configure a Custom Domain for APIs
Keywords: custom domain, branding, discoverability, credibility, Choreo, APIs, deploy

Choreo offers the ability to configure a custom domain for APIs deployed in it, which can be beneficial for branding, discoverability, and credibility."
Configure a Custom Domain for APIs,Prerequisite,"To configure a custom domain for your APIs, you must first register a custom domain with a domain registrar service as follows:
1. Sign in to the Choreo Console at https://console.choreo.dev/ using a Google, GitHub, or Microsoft account.
2. If you are a new user, create an organization. Enter a unique organization name. For example, `Stark Industries Ltd`.
3. To expose the custom domain to which your APIs need to be exposed, register it with a domain registrar sevice (for example, ClouDNS (https://www.cloudns.net/)).
    To register the custom domain, you need to create a DNS record of the `CNAME` type via the domain registrar service, associating it with the Choreo gateway access domain (i.e., `customdns.e1-us-east-azure.choreoapis.dev`).
4. Optionally, create TLS certificates and keys to enable TLS for the custom domain. You can also use the `let's encrypt` option. This option allows Choreo to create and manage the certificates on your behalf.",249,"Title: Configure a Custom Domain for APIs
Heading: Prerequisite
Keywords: custom domain, Choreo Console, organization name, domain registrar service, CNAME type, Choreo gateway access domain, let's encrypt option, TLS certificates, keys.

Summary: To configure a custom domain for your APIs, you must first sign in to the Choreo Console, create an organization and register the custom domain with a domain registrar service. Additionally, you may create TLS certificates and keys or use the let's encrypt option to enable TLS for the custom domain."
Configure a Custom Domain for APIs,Configure a custom domain for your APIs,"To configure a custom domain for your APIs, follow the steps given below:
1. In the left navigation menu, click **Settings**.
2. Click the **Domains** tab and in the **Gateway** sub-tab, click **+ Add Custom Domain**.
3. Enter your domain name and click **Verify**. 
4. Once Choreo verifies the custom domain successfully, click **Next**.
5. You can add the TLS certificates you created for the custom domain. Alternatively, you can click the **Let's Encrypt** option to let Choreo generate and manage the certificates for you. For this scenario, let's click the **Let's Encrypt** option.
6. Click **Add** to save the custom domain.
    The **Settings** page displays the custom domain in the **Domains**/**Gateway** sub-tab.
That's it! You have successfully configured a custom domain for your API Gateway. The API endpoint of the APIs you create will now include the custom domain.",222,"Title: Configure a Custom Domain for APIs
Heading: Configure a custom domain for your APIs
Keywords: custom domain, left navigation menu, Settings, Domains tab, Gateway sub-tab, Verify, Next, TLS certificates, Let's Encrypt, Add.

Summary: This text provides instructions to configure a custom domain for an API Gateway. It involves going to the left navigation menu and clicking Settings, then the Domains tab and within the Gateway sub-tab, clicking ""+ Add Custom Domain"" and entering the domain name. After verifying the custom domain successfully, TLS certificates can be added or the Let's Encrypt option can be used. Finally, the custom domain can be saved by clicking 'Add'."
Configure Enterprise Login,Configure Enterprise Login,"Choreo's Enterprise Login feature allows your users residing in an external IdP (Identity Provider) to login into Choreo seamlessly without changing their credentials.
This guide takes you through the steps you need to follow to configure an enterprise login for your organization in Choreo.",58,"Title: Configure Enterprise Login
Heading: Configure Enterprise Login
Keywords: Choreo, Enterprise Login, external IdP, Identity Provider, configure, organization.

This guide outlines the steps necessary to configure an Enterprise Login feature for Choreo, allowing users residing in an external Identity Provider to log in without changing their credentials. With this feature, organizations can ensure secure access to Choreo without the need to create new accounts."
Configure Enterprise Login,Prerequisites,Make sure you have a valid email domain. ,10,"Title: Configure Enterprise Login
Heading: Prerequisites
Keywords: email, domain
Summary: It is important to have a valid email domain for communication."
Configure Enterprise Login,Create an organization in Choreo,"To create an organization in Choreo, follow the steps below:
1. Sign in to the Choreo Console at https://console.choreo.dev/ using a Google/ GitHub/ Microsoft account.
2. Create an organization as follows: 
    - **If you are a new user**: enter a unique organization name and create an organization. For example, ""Stark Industries"". 
    - **If you are a returning user**: expand the drop-down for your profile and click **Settings**. Under **Organizations**, you can view the organization you created at sign-up.",134,"Title: Configure Enterprise Login
Heading: Create an organization in Choreo
Keywords: Choreo, Console, Google, GitHub, Microsoft, Organization Name, Settings, Organizations.

Summary: To create an organization in Choreo, sign in to the Choreo Console using a Google/GitHub/Microsoft account. If you are a new user, enter a unique organization name to create an organization. If you are a returning user, expand the drop-down for your profile and click Settings to view the organization created at sign-up."
Configure Enterprise Login,Configure enterprise login for your Choreo organization,"To configure enterprise login for your Choreo organization, follow the steps below:
1. Expand the drop-down for your profile and click **Settings**.
2. Click **Copy Handle** to copy the organization handle to the clipboard.
3. When you add a Choreo organization, Choreo reserves the organization name for your user account. Therefore, you need to create an organization of the same name on the Choreo IdP (i.e., Asgardeo).
    To create your organization on the Choreo IdP, follow these steps:
    1. Sign up to Asgardeo (https://asgardeo.io/signup?utm_source=console) with the same credentials you used to create your Choreo account.
    2. Paste the value copied in step 2 as the organization name in Asgardeo and click **Create**. 
4.  To enable enterprise login for your organization, send us an email as follows:
    - **If you already have a support account with us**, send us the organization name/handle and the email domains specific to your organization through our support portal. 
    - **If you do not have a support account with us yet**, send an email to `choreo-help@wso2.com` requesting to enable enterprise login to your organization. 
        Mention the following information in the request:
        - Organization name or handle. For example, “Stark Industries” or “starkindustries”
        - Email domains specific to your organization. For example, “@stark.com”, “@starkindustries.com”, and “@stark.eu.
        !!!info ""Sample Email""
                    Subject : [Stark Industries] Configure enterprise login
                    Content:
                        Hi CS team,
                        Configure enterprise login to my organization and please find the relevant information below.
                        Organization name/handle: “Stark Industries”/“starkindustries”
                        Email domains specific to my organization: “@stark.com”, “@starkindustries.com”, and “@stark.eu”
                        Thank you!
5. To configure your enterprise login, our support team will send you an email with a verification code. Login to your domain host account and configure the DNS record for your email domain with the following values:
**Name/Host/Alias**                | `@` or leave blank
**Time to Live (TTL)**             | Leave default value or use `86400`
**Value/Answer/Destination**        | wso2-domain-verification:<`verification_code`>

**What's next?**
Next, you can create a connection to the federated identity provider (For example, Auth0, ADFS, Keycloak, etc.), following the steps below:",849,"Title: Configure Enterprise Login
Heading: Configure enterprise login for your Choreo organization
Keywords: configure enterprise login, organization handle, Choreo IdP, Asgardeo, support account, email domains, verification code, DNS record.

This text outlines the steps needed to configure enterprise login for a Choreo organization. The user needs to expand their profile drop-down and click on Settings to copy the organization handle. The user must then create an organization on the Choreo IdP, Asgardeo. An email must be sent to either the support portal or choreo-help@wso2.com depending on whether the user has a support account or not. The email should include the organization name and email domains. After sending the email, a verification code is sent to the user so they can configure the DNS record. Finally, the user can create a connection to the federated identity provider."
Configure Enterprise Login,Bring your own identity,"Bring your own identity to Choreo by configuring a federated enterprise IdP on Asgardeo to your organization. Now that you have created an organization in Asgardeo with the same name as your Choreo organization, Choreo can authenticate users signing in to that organization. Follow the steps below to configure the federated IdP:
1. Sign in to Asgardeo at https://asgardeo.io/signup?utm_source=console.
2.  To configure a federated enterprise identity provider to your Asgardeo organization, follow the steps in Asgardeo documentation - Add Standard-Based Login (https://wso2.com/asgardeo/docs/guides/authentication/enterprise-login/).
3. Next, navigate to **Develop** and select **Applications** from the left navigation. You will see an application prefixed “WSO2_LOGIN”. 
4. Click on the application and select the **Sign-in Method** tab. You can observe the connection you configured in step 2 of this section.
You are all set! Your users in the enterprise IdP can now log into the Choreo Console using their user credentials.",259,"Title: Configure Enterprise Login
Heading: Bring your own identity
Keywords: configure, federated enterprise IdP, Asgardeo, Choreo, sign-in, application, WSO2_LOGIN, Sign-in Method, user credentials.

This text provides instructions on how to configure a federated enterprise identity provider (IdP) on Asgardeo for an organization in Choreo. It outlines the steps to take such as signing in to Asgardeo and then accessing the applications tab in the Develop section. It also explains the connection in the Sign-in Method tab and that users can log into the Choreo Console using their credentials."
Configure Enterprise Login,Role-based access control for Enterprise login,"Choreo allows you to configure your users residing in an external IDP (Identity Provider) to log in to Choreo with appropriate permissions seamlessly based on their role.
Follow the steps below to configure role-based access control to an enterprise login in Choreo:

### Prerequisites
1. Configure Enterprise Login for your organization (https://wso2.com/choreo/docs/administration/configure-enterprise-login/).
2. Be sure your Enterprise IDP includes the groups/roles attributes in the tokens it sends to Asgardeo in the respective protocol.
3. Be sure you have admin privileges in Choreo.

### Step1: Configure Asgardeo
1. Configure your IDP as an External IDP in Asgardeo (https://wso2.com/asgardeo/docs/guides/authentication/enterprise-login/). Depending on your IDP, you may select OpenID Connect or SAML as the protocol between Asgardeo and your IDP.
    !!! note
        If you are using OpenID Connect, configure the requested scopes accordingly for Asgardeo to get the relevant group/role details from the external IDP.
2. Configure the application as follows:
    1. Go to the Asgardeo Console. Click **Develop** -> **Applications** -> **WSO2_LOGIN_FOR_CHOREO_CONSOLE** and then select **Sign-in Method**. 
    2. Depending on the protocol you selected above, configure your login to use the above IDP. 
        - For OpenID Connect, follow: https://wso2.com/asgardeo/docs/guides/authentication/enterprise-login/add-oidc-idp-login/#enable-the-oidc-idp-for-login
        - For SAML, follow: https://wso2.com/asgardeo/docs/guides/authentication/enterprise-login/add-saml-idp-login/#enable-the-saml-idp-for-login
    3. Go to **User Attributes**  and add the groups attribute to the user attribute list and mark it mandatory.
3. Configure the attribute/scope settings.
    1. Go to the Asgardeo Console. Click **Manage** -> **Scopes** -> **Open ID**.
    2. Click **New Attribute** and add the **Groups** attribute to the list.

### Step 2: Map Asgardeo groups to Choreo Roles in the Choreo Console 
!!! note
    1. This configuration can be done only by the **organization Admin**.
    2. The Choreo organization admin should add the group role mapping entry for the Admin role to enable the external enterprise organization Admin to access this page.
1. Log in to the Choreo console.
2. From the left navigation menu, click **Settings**.
3. Click **Organization** -> **Role Mapping** 
4. To add a new group role mapping, click **Add Mapping**. 
5. Enter the exact `Groups` name configured at the Enterprise IdP and map the list of Choreo roles by selecting the checkbox(s) from the list.
6. Click **Save**. 
!!! note
    1. You can assign one or more roles to each group.
    2. You can only update the role name. The group name is not editable.
    3. If a change in the group role mapping occurs, it will take effect from the next login session onwards. 
    4. If there are no mappings, all the enterprise users will be applied with the default developer role.",867,"Title: Configure Enterprise Login
Heading: Role-based access control for Enterprise login
Keywords: Choreo, external IDP, role-based access control, Enterprise Login, OpenID Connect, SAML, user attributes, scope settings, role mapping, Groups.

Summary: Choreo allows users to log in to their platform with the appropriate permissions based on their role assigned in an external Identity Provider (IDP). Prerequisites such as configuring Enterprise Login, setting up the IDP as an External IDP in Asgardeo, and making sure the IDP includes group/role attributes in tokens sent to Asgardeo must be satisfied first. Afterwards, administrators must map Asgardeo groups to Choreo roles in the Choreo Console to assign roles to each group. Once these steps are completed, the changes will take effect from the next login session onwards."
Customize the Developer Portal Domain,Customize the Developer Portal Domain,"A custom domain for your site is essential for effective branding, discoverability, and credibility. Choreo allows you to configure a custom domain for your organization's developer portal.",35,"Title: Customize the Developer Portal Domain
Heading: Customize the Developer Portal Domain
Keywords: Custom domain, branding, discoverability, credibility, Choreo, organization, developer portal.

This text discusses how a custom domain is essential for effective branding, discoverability, and credibility. It also explains how Choreo can be used to configure a custom domain for an organization's developer portal."
Customize the Developer Portal Domain,Prerequisites,"1. Sign in to the Choreo Console at https://console.choreo.dev/ using a Google/ GitHub/ Microsoft account.
2. If you are a new user, create an organization. Enter a unique organization name. For example, ""Stark Industries"".
3. Obtain a custom domain through a domain registrar. 
4. Through your DNS administrator, create a `CNAME` type DNS record and associate it with the Choreo Developer Portal custom access domain: `customdns.devportal.choreo.dev`. 
5. Optionally, create TLS certificates and keys to enable TLS for the custom domain. For testing purposes, you can also opt to use the `let's encrypt` option. This option allows Choreo to create and manage the certificates on your behalf.",173,"Title: Customize the Developer Portal Domain
Heading: Prerequisites
Keywords: Sign in, Choreo Console, Google/GitHub/Microsoft account, Organization, Unique Name, Custom Domain, DNS Record, TLS Certificates, Let's Encrypt.

This text explains how to sign in to the Choreo Console using a Google/GitHub/Microsoft account, create an organization with a unique name, obtain a custom domain through a domain registrar, create a `CNAME` type DNS record and associate it with the Choreo Developer Portal custom access domain, and optionally create TLS certificates and keys to enable TLS for the custom domain. Alternatively, users can opt to use the `let's encrypt` option to have Choreo create and manage the certificates on their behalf."
Customize the Developer Portal Domain,Configure a custom domain for your Choreo Developer Portal,"1. Click **Settings** on the left navigation menu. 
2. Click the **Domains** tab and then click on the **Developer Portal** tab. 
3. Click **Add Custom Domain**. 
4. Enter your domain name and click **Verify**. Once Choreo verifies the custom domain successfully, click **Next**.
5. Add the TLS certificates you created for the custom domain and click **Add**. Alternatively, you can click the **Let's Encrypt** option to let Choreo generate and manage the certificates for you. However, we recommend you use **Let's Encrypt** for testing only. 
That's it! You have successfully configured a custom domain for your organization's Choreo Developer Portal.",160,"Title: Customize the Developer Portal Domain
Heading: Configure a custom domain for your Choreo Developer Portal
Keywords: Settings, Domains, Developer Portal, Add Custom Domain, Verify, Next, TLS Certificates, Let's Encrypt

This text provides instructions on how to configure a custom domain for an organization's Choreo Developer Portal. The steps involve navigating to the Settings page on the left navigation menu, clicking the Domains tab, then the Developer Portal tab, and finally clicking Add Custom Domain. After verifying the custom domain, the user should add their TLS certificates or click the Let's Encrypt option to let Choreo generate and manage the certificates. Once complete, the custom domain has been successfully configured."
Customize the Developer Portal,Customize the Developer Portal,"The Developer Portal allows API consumers to find and consume APIs with ease. You can change the look and feel of your Developer Portal by changing the theme to match your brand. Doing so will help you give a better developer experience to your users.
To customize the Developer Portal theme, follow the steps given below:
!!! Note
    - To customize the Developer Portal theme for an organization, you need to be an admin user of that organization.
    - You cannot undo a change and restore or revert to a previous version of the theme. However, you can reset it to the default theme.
1. Sign in to the Choreo Console at https://console.choreo.dev/ using a Google, GitHub, or Microsoft account.
2. In the left pane, click **Settings**.
3. In the **API Management** tab, click **Devportal Theme**.
    Once you access the theme, you can customize the **Home** page, color theme, font, header and footer, logos, etc., by expanding the relevant sections.
4. Make a change to the theme. For example, let's change the title on the **Home** page and the color theme. 
    1. To update the title on the **Home** page, expand the **Home Page** section, and in the **Title** field, change the default text (for example, to `Try our APIs!`).
    2. To update the color theme, expand the **Color Palette** section, and change the colors as required (for example, change the background color to `#C3C5CD` and the primary color of the buttons to `#086634`).
    3. Click **Preview** to view a preview of the Developer Portal with the changes you made. Based on the changes given in the examples, the preview appears as follows.   
    4. Click **Save** to save your changes as a draft theme.
    5. To apply the changes to the Developer Portal, toggle the **Go Live** switch. To confirm that you want to go live with the changes, click **Enable** in the message that appears.
    6. If you want to make further changes to the Developer Portal theme after going live with the previous changes, follow the steps given below:
    	1. Make the required changes and click **Save**.
    	2. If you want to apply the latest changes to the Developer Portal, click **Confirm** in the **Proceed to Go Live** message. If not, click **Cancel**.    	
6. Sign in to the Choreo Developer Portal at https://devportal.choreo.dev.
The **Home** page will appear as it did in the preview.",612,"Title: Customize the Developer Portal
Heading: Customize the Developer Portal
Keywords: Developer Portal, theme, Home page, colors, fonts, header, footer, logos, Choreo Console, Google, GitHub, Microsoft, settings, API Management, Devportal Theme, Preview, Save, Go Live, Enable, Confirm, Cancel, Choreo Developer Portal.

Summary: The Developer Portal allows users to find and consume APIs with ease. It can be personalized with a custom theme to match the user's brand. To do this, they must sign into the Choreo Console using a Google, GitHub, or Microsoft account. In the settings, they can customize the Home page, colors, fonts, header and footer, and logos. After making the changes, they can preview them and save as a draft theme before toggling the Go Live switch. To apply the changes, they must confirm that they want to go live with them. They can then sign into the Choreo Developer Portal to view the changes."
Customize the Developer Portal,Reset the Developer Portal theme,"To reset the Developer Portal theme to the default theme, follow the steps given below:
1. Sign in to the Choreo Console at https://console.choreo.dev/ using a Google, GitHub, or Microsoft account.
2. In the left pane, click **Settings**.
2. In the **Organization** tab, click **Devportal Theme**, and then click **Reset to Default**.",91,"Title: Customize the Developer Portal
Heading: Reset the Developer Portal theme
This text provides instructions for resetting the Developer Portal theme to the default theme in the Choreo Console. Steps include signing in to the Console with a Google, GitHub, or Microsoft account, clicking Settings, navigating to the Organization tab, and clicking Devportal Theme and Reset to Default."
Configure Developer Portal Self-Sign-Up,Configure Developer Portal Self-Sign-Up,"Choreo allows you to configure self-sign-up to enable users to access your Developer Portal via a self-sign-up page. 
This page walks you through the steps to configure self-sign-up to the Developer Portal.",50,"Title: Configure Developer Portal Self-Sign-Up
Heading: Configure Developer Portal Self-Sign-Up
Keywords: Choreo, Self-Sign-Up, Developer Portal, Configure.

Summary: Choreo provides a self-sign-up page for users to access the Developer Portal. This page contains instructions on how to configure the self-sign-up for the Developer Portal."
Configure Developer Portal Self-Sign-Up,Prerequisites,"1. Sign in to the Choreo Console at https://console.choreo.dev/ using your Google, GitHub, or Microsoft account.
2. If you are a new user, create an organization with a unique organization name. For example, ""Stark Industries"".",58,"Title: Configure Developer Portal Self-Sign-Up
Heading: Prerequisites
Keywords: Choreo Console, Sign in, Google, GitHub, Microsoft, new user, create organization, organization name 

Summary: Users can sign in to the Choreo Console using their Google, GitHub, or Microsoft account. New users should create an organization with a unique name."
