title,heading,content,source,tokens,id
Choreo Insights API,Objects - APIUsageByBackend,"UsageByBackend
Represents API usage across APIs by a single backend.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,16,D247
Create a Policy,Glossary - Keywords,"The Ballerina.toml file needs to include the following keywords for the mediation policies to work:choreo-apim-mediation-policy: This keyword is a mandatory keyword that is required to identify that the package is a mediation policy type.
choreo-apim-mediation-request-flow: Specifies whether the policy applies to the request flow.
choreo-apim-mediation-response-flow: Specifies whether the policy applies to the response flow.
choreo-apim-mediation-fault-flow: Specifies whether the policy is applicable for the fault flow.",https://wso2.com/choreo/docs/develop/api-policies/create-a-policy/,133,D248
Quick Start Guide,Step 2: Consume the REST API - Step 2.3: Deploy a Web application and invoke the REST API - Step 2.3.5: Invoke the REST API,"To run the front-end application and send requests to the readingList REST API via it, follow the steps given below:!!! info
To render the front-end application as a web application, you will be using the Node Package Manager software.In the terminal, navigate to the choreo-reading-list-application-example/reading-list-front-end directory in the clone of your GitHub repository.
Issue the following commands in the given order:
npm i
This command installs the latest Node Package Manager version in the local directory where the front-end application resides.
npm run dev
This command runs the front-end application as a web application.
The front-end application will start running at http://localhost:5173/ as logged in the terminal.
Access the front-end application via http://localhost:5173/.
Click Login, and sign in with the credentials of a user that you have created in Asgardeo.
To allow your application to access your Choreo account, select the User Account checkbox and click Allow.
The application opens as follows.
{.cInlineImage-half}
Add three new reading items with different statuses.
For example, the details can be as follows:
Title
Author
Status
The Museum of Innocence
Orhan Pamuk
reading
The Remains of the Day
Kazuo Ishiguro
to_read
David Copperfield
Charles Dickens
read
To add each record, follow the steps given below:
Click + Add New.
Enter values for the Name, Author, and Status fields.
Click Save.
Three tabs will appear for each status. To delete a reading list item, you can click Delete for it.To verify whether the reading list is personalized for each user, you can log in as a different user. The reading list items you entered above will not appear for the other user.",https://wso2.com/choreo/docs/get-started/quick-start-guide/,402,D249
Choreo Insights API,Objects - APIUsageByBackendOverTime,"UsageByBackendOverTime
Represents API usage across APIs by each backend over time.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,19,D250
Create a Policy,Glossary - Policy name and description,"The Package.md file contains information about the policy. Choreo uses this information to render the policy configuring UI. This file is written in Markdown format and should be structured as follows.Format:# <policy-name>
## Overview
<policy description>Example:# ValidateHeader
## Overview
This policy validates the request and response headers with the configured values.",https://wso2.com/choreo/docs/develop/api-policies/create-a-policy/,78,D251
Choreo Insights API,Objects - APIUsageOverTime,"UsageOverTime
Represents a single API usage over time.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,13,D252
Quick Start Guide,Step 2: Consume the REST API - Step 2: Consume the REST API,"You have published the readingList REST API to the Developer Portal where application developers can find it and subscribe their applications to it.In the previous steps, you played the role of a REST API developer and developed a REST API. In this step, you will play the role of the web application developer who will consume this REST API.To consume the readingList REST API, let's create an application, subscribe it to the REST API, generate keys, and invoke the API.",https://wso2.com/choreo/docs/get-started/quick-start-guide/,95,D253
Create a Policy,Glossary - Policy versioning,"Choreo or mediation dependencies bump their major version when switching to a major update in the language (For example, from update 1 to update 2). There can be significant incompatibilities in these major versions. Therefore, we recommended versioning the policy package in a manner that the major version gets bumped when upgrading the Choreo/mediation dependency version to a major version.",https://wso2.com/choreo/docs/develop/api-policies/create-a-policy/,76,D254
Quick Start Guide,Step 2: Consume the REST API - Step 2.1: Create an application,"An application in the Developer Portal is a logical representation of a physical application such as a mobile app, web app, device, etc.Let's create the application to consume the readingList REST API by following the steps given below:In the top menu of the Developer Portal, click Applications.
Click Create.
Enter a name for the application (for example, readingListApp and click Create.
Your Application will open on a separate page.",https://wso2.com/choreo/docs/get-started/quick-start-guide/,90,D255
Choreo Insights API,Objects - AlertSummaries,Represents alert summaries.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,6,D256
Quick Start Guide,Step 2: Consume the REST API - Step 2.2: Subscribe to the API,"To consume the REST API, the readingListApp application needs to subscribe to it. To subscribe your application to the API, follow the steps given below:In the left navigation menu, click Subscriptions.
Click Add APIs.
Find your REST API and click Add.Now your application has subscribed to the readingList REST API.",https://wso2.com/choreo/docs/get-started/quick-start-guide/,68,D257
Choreo Insights API,Objects - AlertSummary,Represents a summary for an alert.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,8,D258
Choreo Insights API,Objects - Application,Represents application details.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,5,D259
Choreo Insights API,Objects - CacheHit,"Represents the response cache hits and misses for a single timestamp. The timestamp is calculated based on the
granularity value provided.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,26,D260
Choreo Insights API,Objects - CacheHits,"s
Represents the response cache hits and misses over time.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,13,D261
Choreo Insights API,Objects - CustomReportGroupBy,Represents the usage data overtime for the selected parameters of a specific groupByValue.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,17,D262
Choreo Insights API,Objects - CustomReportOvertime,Represents usage data overtime for the selected parameters.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,10,D263
Choreo Insights API,Objects - CustomReportTopOvertime,Represents usage data overtime for the selected parameters grouped by the top N groupByValues.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,18,D264
Choreo Insights API,Objects - CustomReportUsage,Represents usage data for a single timestamp in CustomReports.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,12,D265
Choreo Insights API,Objects - DetailsOfErrors,Represents error details over time.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,7,D266
Choreo Insights API,Objects - Environment,Represents an environment.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,5,D267
Choreo Insights API,Objects - ErrorCountByCategory,"Represents the number of errors from each category for a single timestamp. The timestamp is calculated according to the
provided granularity value. If you select some categories, the error counts are retrieved only for those categories,
and a null value is shown for the other categories that are not selected.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,59,D268
Choreo Insights API,Objects - ErrorCountByCode,Represents the error count for a single error status code.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,12,D269
Choreo Insights API,Objects - ErrorCountByCodeForAPI,"ForAPI
Represents the error count for each status code for a single API.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,17,D270
Choreo Insights API,Objects - ErrorDetails,"Represents details of an error for a single timestamp. The timestamp is calculated according to the granularity value
provided.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,24,D271
Choreo Insights API,Objects - ErrorStatusCodeCategoryCounts,Represents errors by the main status code (4xx or 5xx) and the total error count.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,21,D272
Choreo Insights API,Objects - ErrorSummary,"Provides the unsuccessful usage (i.e., 4xx and 5xx response codes) summary across all APIs.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,23,D273
Choreo Insights API,Objects - ErrorValue,"Represents the unsuccessful request count (i.e., 4xx and 5xx response codes) for a single timestamp. The timestamp
is calculated based on the granularity value provided.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,37,D274
Choreo Insights API,Objects - ErrorsByCategory,Represents the errors by category over time.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,9,D275
Choreo Insights API,Objects - ErrorsByStatusCode,Represents the error counts grouped by status code for each API.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,13,D276
Choreo Insights API,Objects - ErrorsByStatusCodeCategory,"Category
Represents the error category values (grouped as 4xx, 5xx, and total) for both proxy and target errors for a
single timestamp. The timestamp is calculated based on the granularity value provided.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,45,D277
Choreo Insights API,Objects - Latency,"Represents latency values for each latency category for a single timestamp. The timestamp is calculated based on the
granularity value provided.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,26,D278
Choreo Insights API,Objects - LatencySummary,"Summary
Provides the latency summary.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,8,D279
Choreo Insights API,Objects - LatencyValue,"Value
Represents the latency value for a single timestamp. The timestamp is calculated according to the provided granularity
value.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,25,D280
Choreo Insights API,Objects - Organization,Represents an organization.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,5,D281
Choreo Insights API,Objects - OverallLatency,Represents the overall latency values.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,7,D282
Choreo Insights API,Objects - Pagination,Represents pagination details.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,6,D283
Choreo Insights API,Objects - Platform,Represents a platform.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,5,D284
Choreo Insights API,Objects - Provider,Represents API Provider details.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,6,D285
Choreo Insights API,Objects - ResourceUsage,Represents the usage of a single API resource.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,10,D286
Choreo Insights API,Objects - ResourceUsages,"s
Represents API resource usages.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,9,D287
Choreo Insights API,Objects - SlowAPI,A slow API identified based on the response latency (95th percentile).,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,14,D288
Choreo Insights API,Objects - Subscriber,Represents API Subscriber details.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,8,D289
Choreo Insights API,Objects - SuccessAPIUsageByApplication,Represents successful usages(that have resulted in the 2xx response code) of an API by an application.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,23,D290
Choreo Insights API,Objects - SuccessSummary,Provides the successful (2xx response code) usage summary across all the APIs.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,17,D291
Choreo Insights API,Objects - SuccessValue,"Represents the successful request count (i.e., requests that have received the 2xx response code) for a single
timestamp. The timestamp is calculated according to the granularity value provided.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,40,D292
Choreo Insights API,Objects - TopAPIByAlertCount,Represents a top API by alert count.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,9,D293
Choreo Insights API,Objects - TopAPIsByAlertCount,Represents the top APIs by alert count.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,9,D294
Choreo Insights API,Objects - TotalError,Represents the total errors.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,6,D295
Choreo Insights API,Objects - UsageByGeoLocation,Represents the usage of a single API in a single country.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,13,D296
Choreo Insights API,Objects - UserAgent,Represents a user agent.,https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,6,D297
Observing Choreo Private Data Planes With New Relic,Observing Choreo Private Data Planes With New Relic,"
Nilushan Costa 
|
2 Feb, 2023Disclaimer: The New Relic logo and trademark is owned by New Relic Inc and its respective content owners. New Relic is not affiliated with, nor has it endorsed or sponsored Choreo and no such endorsement or affiliation is implied. The New Relic logo has been used without the permission of the copyright holders under Section 107 of the United States Copyright Act, for the purpose of Fair Use, in describing the interoperability of the services.
In the modern world, digital transformation has become vital for enterprises. A digitally transformed enterprise may use numerous computing resources to run various applications for its business needs.
Once computing resources and applications have been put to use in production environments, they must be observed. This helps enterprises understand how the resources/applications are performing, realize if they are being used cost-effectively, and investigate what went wrong when things don’t go as planned.
The ability for users to observe their components is also vital in Choreo. Customers using Choreo’s cloud data plane or private data planes can benefit from its built-in observability view. This view can be used to understand resource usage, view CPU flame graphs, analyze logs, monitor application performance, and even observe individual requests related to components.
However, some private data plane customers may prefer to use third-party observability platforms they’re already familiar with or ones commonly used within the enterprise.
As the first step towards addressing such requirements, Choreo now allows you to observe private data planes with New Relic.
Figure 1: High-level architecture
This can be done at several levels. Infrastructure level monitoring allows you to assess the cluster that runs the private data plane. Monitoring the performance of individual components is crucial, and is possible with Pixie, which is built into New Relic. Pixie allows you to observe Choreo components in terms of metrics such as throughput, response time, error rate, and much more. Furthermore, logs of Choreo components would also help you gain insights into what’s occurring within components. All these observability capabilities of New Relic will help you maintain healthy Choreo components in your private data plane. This is illustrated by Figures 2 and 3.
Figure 2: Infrastructure observability
Figure 3: Application observability
Although New Relic is the first external observability platform to be supported by Choreo’s private data planes, it’s far from the last. Choreo will continue adding to its observability platforms list, so stay tuned for future announcements.

h2 -> Get Started
Setting up New Relic observability for your private data plane requires the help and support of the WSO2 team. Once you request this capability, WSO2 will set up the New Relic agent in the private data plane cluster. Observability data will then be published directly from the private data plane cluster to New Relic. To get started, please contact your WSO2 Account Manager or contact us here.

h2 -> Conclusion
Observing the private data plane and the components running in it is essential to ensure a healthy deployment. It’s now possible for you to use New Relic to observe Choreo private data planes. To learn more about Choreo, check the official Choreo documentation, including our Quick Start Guide.

h4 -> Follow us
",https://wso2.com/blogs/thesource/observing-choreo-private-data-planes-with-new-relic,696,B0
Build and Deploy Your Dockerfile in Choreo,Build and Deploy Your Dockerfile in Choreo,"
Nilesh Jayanandana 
|
20 Oct, 2022We’re happy to announce support for building and running your Dockerfiles in Choreo. This lets you deploy and run containerized microservices written in any language and leverage the operational benefits of Choreo.

h3 -> Why did we build Dockerfile support for Choreo?
Polyglot microservices, also known as multi-language microservices, are a type of microservice architecture (MSA) where developers use multiple programming languages and technologies for each microservice. Many cloud native applications are polyglot in nature as it allows developers to select the programming language that best suits their specific needs.
For example, think about building an e-commerce shopping application. You may have chosen Python to write the machine learning algorithms that generate predictions, NodeJS and MongoDB to create the inventory management system, and Go to create a few APIs. You may wish to reuse a few Java services that your team has written prior to this application, and also use Ballerina to create integrations and new APIs. All these polyglot services must communicate via an HTTP interface using REST, GRPC, and GraphQL to fulfill the business needs of your shopping application.
Containers have become the de facto standard for constructing microservices and their operation. Containers enable you to run your application and library code as a single unit, regardless of the environment you're working in. This simplifies the process of running and scaling your microservices, allowing you to focus on other aspects of your business.
With this release, you can now easily build, run, scale, and manage all your microservices, regardless of the programming language they’re written in, expose them as APIs and connect them together with API management capabilities in Choreo. The digital platform as a service now provides the same features for microservices written in any language that contains a Dockerfile like CI/CD pipelines, API management, deep observability, configuration management, environment promotions, DevOps, and more.
To learn more about how to run your Docker containers in Choreo, follow this tutorial.

h3 -> Conclusion
Modern applications are written with polyglot services to fulfill crucial business functions. All these services must be constructed, operated, and managed uniformly. With support for building and running Docker containers in Choreo, organizations can now develop the applications required for mission-critical business functions in their language of choice while retaining Choreo's key CI/CD, observability, scaling, API management, and DevOps capabilities.
This feature is now available to be used with REST API, Manual Trigger and Scheduled Task component types in Choreo. Find out more when you sign up to Choreo for free, today!

h4 -> Follow us
",https://wso2.com/blogs/thesource/build-and-deploy-your-dockerfile-in-choreo,581,B1
Introducing Observability for Polyglot Applications,Introducing Observability for Polyglot Applications,"
Nilushan Costa 
|
7 Feb, 2023Photo by Philippe Bout on Unsplash

h2 -> Introduction
With the recently introduced Build and Deploy Your Dockerfile feature, users can now create awesome digital experiences quickly, easily, and securely using any programming language they prefer. Once they develop their application and containerize it, Choreo will take care of the rest by building and deploying it to Kubernetes in minutes.
Irrespective of the language used to write applications, the ability to observe them is vital. While it’s possible to instrument applications and add observability capabilities, this takes time and requires domain expertise. With Choreo, users don’t need to set up language-specific agents or expose metrics using additional libraries, and they can leverage the platform’s observability capabilities without hassle.
Until now, Choreo provided observability only for components written using Ballerina. We’re happy to announce that it now provides the ability to observe components written in any language.

h2 -> Observing Polyglot Components
To view the information that is available for observing polyglot components, you first need to create a component with the Dockerfile build present and deploy it in Choreo. Refer to Figures 1 and 2 to see how this can be done.
Figure 1: Menu to create a REST API
Figure 2: Deploy view
After you send requests to the component, Choreo will show you observability data. You’ll be able to use several metrics to observe the component as shown in Figure 3. The throughput graph shows the processing rate of requests, while the latency graph shows the mean latency as well as 50th, 90th, and the 99th latency percentiles.
Figure 3: Choreo observability view: application performance and logs
The diagnostics view (as shown in Figure 4) makes it possible to correlate all metrics: error rate, throughput, latency, CPU usage, and memory usage. This correlation is useful for debugging issues in components. For example, a very high CPU usage could be the reason why the component is having a high request latency.
Figure 4: Diagnostic view of Choreo observability
In addition, Choreo also shows you logs from your containers as shown in Figure 5.
Figure 5: Logs view in Choreo observability

h2 -> How Does Choreo Do That?
Since Choreo doesn’t restrict the programming languages you can use, it would mean the platform would have to instrument a variety of them. This would have been complex. To solve this problem, Choreo uses extended Berkeley Packet Filter (eBPF) [1] to collect data about how your components are performing. eBPF makes it possible to run sandboxed programs at the Linux Kernel level without having to modify the Kernel or load additional Kernel modules. This makes it possible to use eBPF for many interesting use-cases like observability. It is this eBPF-based data collection capability that allows Choreo to gather observability data without language specific instrumentation.
Choreo uses Pixie to collect data on non-Ballerina components. Pixie is an open-source Kubernetes observability platform that uses eBPF along with other machine-level metrics to provide observability.
Choreo uses these metrics along with logs to provide a feature-rich observability view that users can use to gain valuable insights about how their components are running in Choreo.

h2 -> What’s Next?
In Choreo, when you work with components, you can use the component-level observability view as explained above to gain insights about a single component. A Choreo project is typically made up of several related components. Therefore, it is equally important to observe how different components interact. To make this possible, we will soon unveil new features to make project-level observability possible.

h2 -> Conclusion
In addition to providing deep observability for Ballerina components, we’ve expanded Choreo’s observability capabilities to non-Ballerina components as well. Developers now have the freedom to create components using their language of choice while being able to observe them without having to do any manual instrumentation.
Visit Choreo to sign up for an account and see how you can create awesome digital experiences quickly, easily, and securely.

h2 -> References
[1] - https://ebpf.io/

h4 -> Follow us
",https://wso2.com/choreo/blog/introducing-observability-for-polyglot-applications,952,B2
Introducing the Choreo API Sandbox,Introducing the Choreo API Sandbox,"Ruwini Wijesiri 
|
15 Feb, 2023",https://wso2.com/choreo/blog/introducing-the-choreo-api-sandbox,16,B3
Introducing the Choreo API Sandbox,Introduction,"APIs are the core of any application. Consequently, it’s important to test how well the application works with these APIs. With the introduction of API sandbox support, Choreo provides developers a safe zone to test their applications.",https://wso2.com/choreo/blog/introducing-the-choreo-api-sandbox,48,B4
Introducing the Choreo API Sandbox,What is an API Sandbox?,"Let’s look at a real-world example to get a better understanding of this concept.
Assume there is a payment API, and you need to develop an application to handle online payments. If you were to use the payment API during application development, you would be working with real money, and any failures during development would lead to monetary losses. It would also be difficult to reproduce edge case scenarios such as having insufficient funds for payment or transaction failures to assess how the application would behave in such scenarios. Wouldn’t it be great to do all this without using real money?
That’s where the API sandbox comes into play. This mirrors the production environment, and has the same functionality as the actual production environment. However, an API sandbox only works with synthetic data, whereas the production environment works with real data. Therefore, an API sandbox provides developers an environment to test their application by simulating the production environment and enabling them to test and evaluate how the application will perform in production use cases.
Now, let’s see how we can create and use an API sandbox in Choreo.",https://wso2.com/choreo/blog/introducing-the-choreo-api-sandbox,227,B5
Introducing the Choreo API Sandbox,How Can We Use an API Sandbox?,"Choreo supports using an API sandbox for three types of components: REST APIs, GraphQL APIs, and API proxies. Each deployment environment in Choreo has its own corresponding sandbox.
When deploying an API to an environment, developers can provide a sandbox endpoint. If an endpoint is configured, Choreo will generate two API URLs. One will be the primary API URL corresponding to the primary endpoint, and the other will be the sandbox API URL corresponding to the sandbox endpoint. This is illustrated in Figure 1 below.
Figure 1: Production and sandbox endpoints

h3 -> How to create an API Sandbox for a REST API
1. Open the Choreo Console and create a sample REST API named ‘Payments’.
2. Go to the Deploy page.
3. Click on Configure & Deploy in the build area. Configure a Sandbox endpoint and deploy it. Choreo will provision two endpoints for the API on the Dev environment. If you go to the Test page, you will see two URLs instead of one.
4. When promoting the build to Production, developers can provide a sandbox endpoint for the production environment. Choreo will provision two URLs, just like in step 3.
Figure 2: Configure sandbox endpoint
5. Go to the Lifecycle tab on the Manage page and publish the API to make it available to consumers.
API sandboxes can be used for GraphQL and API proxies as well.

h3 -> Test the API Sandbox
API developers must ensure the sandbox is working as expected and mirrors the production environment as closely as possible. To do this, API developers can test the sandbox API from the Choreo Console by following these steps.
Open the Choreo Console and open the API sandbox component.
Go to the Test page. The endpoint selector will list both primary and sandbox URLs for environments with a configured sandbox endpoint.
Select the endpoint you want to test and invoke the API.Figure 3: Test API sandbox

h3 -> Consuming the API Sandbox
Developers can discover APIs through the Choreo Developer Portal. When a sandbox is configured for an API, they will see two API URLs labeled as production and sandbox respectively. Application developers can use the sandbox during application development. Once it’s tested and evaluated in a development environment, the application can be promoted to production. When deploying it to production developers must change the API endpoint to the production URL of the API using these steps.
Open the Choreo Devportal.
Create an application and subscribe to the APISandbox API. Generate an access token.
Open the APISandbox API.
Go to the ‘Try Out’ page. The endpoint selector will list both production and sandbox URLs for environments with a configured sandbox endpoint.
Select the endpoint you want to test and invoke the API.Figure 4: Consume API sandbox",https://wso2.com/choreo/blog/introducing-the-choreo-api-sandbox,603,B6
Introducing the Choreo API Sandbox,Conclusion,"An API sandbox provides a pseudo-production environment where applications can be tested. It helps build confidence in the application’s real-world performance and therefore is essential for the application development process. Sign up to Choreo for free and try out its new API sandbox feature today!

h4 -> Follow us",https://wso2.com/choreo/blog/introducing-the-choreo-api-sandbox,64,B7
Manage Your Microservices with Choreo’s DevOps Portal,Manage Your Microservices with Choreo’s DevOps Portal,"
Nilesh Jayanandana 
|
20 Oct, 2022We’re thrilled to announce the release of the Choreo DevOps Portal to give users more control over managing the DevOps aspects of their microservices.
When you run microservices, sometimes the default configurations won’t meet your business goals and you will require more flexibility and control over how your services are run and managed. How you write your microservices will determine a variety of factors, including resource requirements like the minimum amount of CPU and memory, health checks, configuration management, and the ability to inject environment variables and mount configuration files. In Choreo, many of these factors are standardized for services that are written in the Ballerina programming language.
However, you might have, for example, a Java service that needs additional CPU and memory to run normally, some configurations to be mounted as files on runtime, and custom health check endpoints. Now, with the ability to build and run your Docker containers on Choreo, you don't have to worry about those things. The DevOps Portal lets you fine-tune the configurations of your microservices and ensure they operate at peak efficiency.
Choreo’s DevOps Portal enables you to:
Observe the state of the containers of your microservices in real-time.
Modify CPU and memory allocated for your microservice.
Mount configuration files to your containers at runtime.
Inject environment variables to your containers at runtime.
Add health checks to your application.
Configure scaling thresholds of your microservice.Figure 1 - DevOps Portal Overview page

h2 -> What’s Next?
The Choreo DevOps Portal is only the beginning for managing microservices in production. We are currently developing several exciting features that will give users like yourself greater flexibility and control over your microservices. Until then, sign up for free to find out more about Choreo.

h4 -> Follow us
",https://wso2.com/blogs/thesource/manage-your-microservices-with-choreo-devops-portal,409,B8
Introducing Choreo's Visual Data Mapper,Introducing Choreo's Visual Data Mapper,"Kavith Thiranga Lokuhewage 
|
28 Nov, 2022We are pleased to announce that we have introduced a Visual Data Mapper for Choreo. You can use it to convert data between input type(s) and an output type.
Data mapping lets you translate data from one form to another, such as from one JSON format to another. The data mapping process is crucial to enterprises as it’s needed for the following areas:
Data integration: This involves moving data from multiple sources to a centralized location (done at regular intervals) while removing redundant data fields and duplicate entries. The goal is to create a comprehensive data set that can be shared with users across the organization.
Data migration: This process is where we move data from one location to another as a one-time task with the goal of retiring the existing storage system and using the new location permanently after migration. For example, this occurs when an organization moves from an on-premise storage to a cloud provider.
Data transformation: This involves translating data from one format to another while cleansing, restructuring the data, and performing transformations such as aggregation, enrichment, etc. This is usually done to enable communication between different systems that expect different forms of the same data or to collect data in an appropriate format for analysis.
There are many types of visual data mapping tools available, and they often use template or configuration files to persist the logic. These files are fed into a template engine that handles the transformations. However, when it comes to complex conversions, users need to write custom functions and refer to them inside the template file. These files can be very complex and aren’t meant to be edited manually. Furthermore, custom functions may also need to be written as well.
On the other hand, any programming language can be used to implement a data mapper as a function. It can then be shared as a library or exposed as a web service. Programming languages offer more flexibility compared to template files, but they usually lack visual tools that help users with conversions without needing to touch the code. Choreo’s Visual Data Mapper offers the flexibility of a programming language plus the user friendliness of a visual tool.",https://wso2.com/blogs/thesource/introducing-choreo-visual-data-mapper,450,B9
Introducing Choreo's Visual Data Mapper,Visual Data Mapping is More Powerful Than Writing Code,"Visual data mapping enables you to map via an intuitive user interface and prevents the need to be aware of the programming logic underneath. In Choreo, the Visual Data Mapper can generate a Ballerina source code as you map via the user interface or vice versa. It allows developers to focus only on the business logic and hides the complexity of the programming language. This makes the data mapping process faster and less error prone.
The Ballerina source code is the single source of truth for the Visual Data Mapper. Hence, it lets you open and edit existing data mappings made via the source code without changing the user experience. This is shown in Figure 1 below.
Figure 1: Split View of Code and Diagram
Furthermore, it provides a powerful expression editor, which you can use to generate the required Ballerina expressions to map data with conditional values, execute type conversions, string manipulations, date-time parsing, and much more.
As shown by Figure 2, the Ballerina expression editor also lets you discover and call built-in Ballerina utility functions available to process values. Depending on the context, it can suggest any applicable fixes, expression templates, inputs, operators, and functions available.
Figure 2: Visual Expression Editor",https://wso2.com/blogs/thesource/introducing-choreo-visual-data-mapper,255,B10
Introducing Choreo's Visual Data Mapper,Data Mapping is Everywhere,"When you develop services or applications, it's common to talk to different internal and external systems or services. These systems expect or produce data in various forms and data mapping is required when you need to pass external data to these systems or when you need to expose the data from them to external parties.
While there may be several use cases, let’s focus on the given examples below.
Integrating different servicesWhen you are performing an integration between two different services, you must convert the response from one service to a different form, so the second service can be called with it.
For example, you may wish to review potential new leads from Salesforce and append them as rows to Google Sheets. Data mapping helps to convert the collection of Salesforce leads to a two dimensional string array which is the expected data format in the append rows API of Google Sheets.
Aggregating or segregatingOccasionally, you may need to create a new service which serves aggregated data from many other services. You may need to collect all the data from some services and parts from others. In this case, data mapping is needed to create the final output from several different inputs, by taking data from some as a whole and only a few selected fields of data from others.
Transforming the persistence layerLet’s say you want to develop a Create, Read, Update, and Delete (CRUD) service and you are using a relational database for persistence. The normalized database expects data to be in a non-redundant format to keep its integrity, but for the clients of the service, usually you need to serve or accept data in a different format for the best user experience. You will need data mapping to do these conversions for relational databases and every other persistence system.",https://wso2.com/blogs/thesource/introducing-choreo-visual-data-mapper,360,B11
Introducing Choreo's Visual Data Mapper,When Should you use Data Mapping in Choreo?,"Here are popular situations where you can use Choreo’s Visual Data Mapper.
Using connectorsIn Choreo, you can use connectors to communicate with external or internal services in your organization. These connectors define the request and response types for each of the APIs available.
When you create an integration using these connectors, once you have added the relevant connector actions, you can create a data mapper to convert the response from one connector action to a request to another.
Using webhooksYou can use built-in webhooks in Choreo to listen to events from popular cloud services. Like connectors, these webhooks already have defined data types of each event they can listen to. Once you configure a webhook within the event handler, you can access the event payload and use a data mapper to convert that into an expected format and call another service, using the built-in connector, with that data.
Creating servicesDevelopers can create REST or GraphQL services in Choreo. When creating these services, you can use the record editor to create data types to describe input and output payloads. Once you implement each resource, you can use data mapping to convert request payloads to process the inputs or prepare response payloads from other available data sources.",https://wso2.com/blogs/thesource/introducing-choreo-visual-data-mapper,261,B12
